Date,Year,Company,Ticker,industryKey,sectorKey,Close,Volume
2018-12-31,2018,Upwork,UPWK,internet-content-information,communication-services,18.11000061035156,337200.0
2019-12-31,2019,Upwork,UPWK,internet-content-information,communication-services,10.670000076293944,1182600.0
2020-12-31,2020,Upwork,UPWK,internet-content-information,communication-services,34.52000045776367,1485200.0
2021-12-31,2021,Upwork,UPWK,internet-content-information,communication-services,34.15999984741211,672300.0
2022-12-31,2022,Upwork,UPWK,internet-content-information,communication-services,10.4399995803833,1120800.0
2023-12-31,2023,Upwork,UPWK,internet-content-information,communication-services,14.869999885559082,1535700.0
2024-12-31,2024,Upwork,UPWK,internet-content-information,communication-services,16.350000381469727,1107900.0
2025-12-31,2025,Upwork,UPWK,internet-content-information,communication-services,19.549999237060547,2662600.0
2019-12-31,2019,Fiverr,FVRR,internet-content-information,communication-services,23.5,171700.0
2020-12-31,2020,Fiverr,FVRR,internet-content-information,communication-services,195.1000061035156,1301200.0
2021-12-31,2021,Fiverr,FVRR,internet-content-information,communication-services,113.6999969482422,575500.0
2022-12-31,2022,Fiverr,FVRR,internet-content-information,communication-services,29.13999938964844,500800.0
2023-12-31,2023,Fiverr,FVRR,internet-content-information,communication-services,27.21999931335449,1051900.0
2024-12-31,2024,Fiverr,FVRR,internet-content-information,communication-services,31.729999542236328,428000.0
2025-12-31,2025,Fiverr,FVRR,internet-content-information,communication-services,19.709999084472656,1010900.0
2019-12-31,2019,Uber,UBER,software-application,technology,29.739999771118164,16228400.0
2020-12-31,2020,Uber,UBER,software-application,technology,51.0,13282800.0
2021-12-31,2021,Uber,UBER,software-application,technology,41.93000030517578,13746900.0
2022-12-31,2022,Uber,UBER,software-application,technology,24.729999542236328,20474100.0
2023-12-31,2023,Uber,UBER,software-application,technology,61.56999969482422,21615400.0
2024-12-31,2024,Uber,UBER,software-application,technology,60.31999969482422,14487300.0
2025-12-31,2025,Uber,UBER,software-application,technology,82.12000274658203,9500700.0
2019-12-31,2019,Lyft,LYFT,software-application,technology,43.02000045776367,5499600.0
2020-12-31,2020,Lyft,LYFT,software-application,technology,49.130001068115234,3224100.0
2021-12-31,2021,Lyft,LYFT,software-application,technology,42.72999954223633,3235300.0
2022-12-31,2022,Lyft,LYFT,software-application,technology,11.020000457763672,11302800.0
2023-12-31,2023,Lyft,LYFT,software-application,technology,14.989999771118164,14032400.0
2024-12-31,2024,Lyft,LYFT,software-application,technology,12.899999618530272,11161400.0
2025-12-31,2025,Lyft,LYFT,software-application,technology,19.309999465942383,7255900.0
2020-12-31,2020,Doordash,DASH,internet-retail,consumer-cyclical,142.75,2637300.0
2021-12-31,2021,Doordash,DASH,internet-retail,consumer-cyclical,148.89999389648438,2297900.0
2022-12-31,2022,Doordash,DASH,internet-retail,consumer-cyclical,48.81999969482422,3193300.0
2023-12-31,2023,Doordash,DASH,internet-retail,consumer-cyclical,98.88999938964844,2525700.0
2024-12-31,2024,Doordash,DASH,internet-retail,consumer-cyclical,167.75,1241300.0
